case,def_past,def_pres,def_fut,think_pas,think_pre,think_fut,import_pas_pre_fu,relation_pas_pre_fut,tbf1,tbf2,tbf3,tbf4,tbf5,tbf6,tbf7,tbf8,tbf9,aatas1,aatas2,aatas3,aatas4,aatas5,aatas6,aatas7,aatas8,aatas9,aatas10,aatas11,aatas12,aatas13,aatas14,aatas15,aatas16,aatas17,aatas18,aatas19,aatas20,aatas21,aatas22,aatas23,aatas24,aatas25,aatas26,aatas27,aatas28,aatas29,aatas30,sls1,sls2,sls3,sls4,sls5,sls6,sls7,pps1,pps2,pps3,pps4,pps5,pps6,pps7,pps8,pps9,pps10,pps11,pps12,gdms1,gdms2,gdms3,gdms4,gdms5,gdms6,gdms7,gdms8,gdms9,gdms10,gdms11,gdms12,gdms13,gdms14,gdms15,gdms16,gdms17,gdms18,gdms19,gdms20,gdms21,gdms22,gdms23,gdms24,gdms25,pss1,pss2,pss3,pss4,pss5,pss6,pss7,pss8,pss9,pss10,ysrs1,ysrs2,ysrs3,ysrs4,ysrs5,ysrs6,ysrs7,ysrs8,ysrs9,ysrs10,ysrs11,ysrs12,ysrs13.a,ysrs13.b,ysrs13.c,age,sex,race,income,edu,edu.father,edu.mother
375,"I don't consider my past bad, I went through difficulties, complexes, but it was something I overcame.","My present is preparation for my future I want to enjoy the moment, and also ""planted"" for the future.","I like to imagine my future, even if I don't live everything I imagine because I don't know if I'll be alive to see it, but I li",2,4,3,6,2,4,3,4,4,4,2,5,3,1,5,1,5,4,5,1,5,1,3,1,5,1,5,5,1,1,5,1,5,1,5,1,1,4,1,5,1,5,2,5,5,3,3,1,5,2,3,3,4,2,4,2,3,4,3,4,3,3,1,3,3,3,3,4,2,2,3,4,3,3,2,2,3,2,4,1,1,3,2,4,4,2,2,1,1,2,2,2,4,3,2,3,2,0,-4,2,4,4,-4,-4,2,2,4,4,4,1,Always throw rubbish in th,,,19,2,1,2,3,2,5
376,troubled,novelty and learning,Dreams come true,3,4,4,6,,4,3,3,1,4,2,4,3,3,3,4,3,2,3,3,3,3,3,4,3,3,4,3,3,3,4,2,4,3,3,2,3,3,2,3,3,4,3,3,3,,3,3,4,2,2,,,3,2,,4,3,4,3,2,2,2,,3,2,2,3,2,3,3,,2,4,3,4,2,2,3,3,3,2,2,3,3,2,3,3,3,2,3,1,2,2,2,3,3,3,-3,3,4,2,-4,-3,3,4,3,2,2,3,,,,19,2,1,2,3,1,2
377,They are memories and events.,These are events that are close at hand.,These are events that will manifest.,2,4,3,6,2,4,1,4,3,1,5,3,4,1,4,1,3,2,2,5,4,5,3,1,2,5,4,2,4,1,3,5,4,4,1,1,4,1,1,2,5,4,3,1,3,1,5,5,3,1,4,1,1,3,4,2,4,1,4,3,1,3,1,4,4,5,1,3,3,4,1,4,1,5,1,4,1,1,5,4,1,1,3,4,4,1,3,1,2,1,4,2,1,3,0,4,4,2,4,3,4,3,2,2,4,4,3,4,4,3,,,,19,1,2,2,3,3,3
378,Full of good and bad memories.,"Short time, uncertainties.","Certainty, stability.",3,4,4,6,3,4,4,5,1,4,2,2,1,2,5,5,4,1,3,3,2,4,2,4,2,2,3,2,4,1,5,1,4,4,4,1,4,3,4,2,2,4,1,4,4,1,5,5,4,1,5,1,1,1,1,3,2,4,2,5,1,1,1,4,5,1,5,3,1,4,1,2,1,5,4,4,3,1,5,1,4,3,2,3,5,4,1,2,2,4,4,2,1,1,1,4,2,2,4,2,4,4,-4,-4,3,0,4,-2,1,4,I don't use plastic bags,I throw the garbage in its proper place,I reuse straws,19,1,2,2,3,3,3
379,Pretty good and nostalgic.,"Average, with financial difficulties, without the much-dreamed university vacancy and living in a place where I don't feel at pe","Good. I have good expectations, but with anxiety and fear.",4,3,4,1,2,2,2,2,2,3,2,3,2,2,3,3,5,3,3,1,4,5,3,2,3,1,4,2,2,2,3,1,3,4,4,2,3,3,2,2,2,3,4,4,2,1,4,3,3,1,2,5,4,4,4,3,4,5,2,5,2,1,2,3,1,1,5,2,4,1,4,4,1,5,5,1,5,2,2,1,1,2,3,2,2,5,1,2,3,3,3,1,2,2,0,3,4,3,-3,4,3,4,-4,-4,4,4,3,1,3,3,,,,17,2,6,,3,,5
380,What passed and was left behind.,"What I'm living now is a gift, so it must be used to the fullest, however, with conscience.","Something that is to come and we place our expectations, it is totally uncertain and does not belong to us.",4,4,4,6,3,4,4,4,2,5,4,5,5,4,5,4,5,1,2,2,4,3,4,1,2,2,4,2,2,3,3,2,4,4,4,3,4,3,4,,2,2,2,4,4,2,4,4,4,3,4,5,4,4,4,2,4,4,4,4,2,2,2,2,4,1,1,4,2,4,4,4,2,4,4,4,4,2,4,4,4,4,2,4,4,4,2,4,2,2,3,2,2,1,2,2,3,2,-3,3,3,3,-3,-4,3,3,3,3,3,3,Do not let trash in street,Do not use plastic bags,,17,2,2,2,3,3,3
381,The past is the shadow of the present we're in,"It's now, it's the gateway to the future. I see the present as choices that will determine what we are going to live.","It's an unknown, something frightening and at the same time something good.",3,3,4,6,2,4,1,3,2,4,3,2,1,2,2,5,3,4,1,4,2,3,3,3,2,4,1,2,4,5,3,3,1,4,3,5,4,2,2,1,5,1,3,2,3,1,5,4,3,3,3,2,2,2,5,3,4,5,4,4,4,4,3,3,4,2,4,4,3,4,5,5,3,3,4,4,2,2,5,2,4,3,3,4,4,4,1,3,3,4,4,2,0,1,1,3,2,3,-4,4,4,4,-4,-3,3,4,3,0,3,2,material recycling,garbage collection,,17,2,,,3,3,4
382,"Important, as it will affect my present.",Live one day at time.,Reflective and scary.,3,4,4,6,3,2,1,2,1,1,2,3,1,2,4,2,2,3,5,1,2,1,4,2,2,1,3,4,1,3,4,1,2,1,4,2,2,3,1,5,4,2,4,3,5,1,5,4,4,3,1,2,2,3,4,2,3,4,4,4,3,2,2,4,3,2,1,4,3,4,1,2,2,4,2,4,2,2,3,1,1,1,1,3,2,1,2,2,2,1,3,1,2,3,2,1,2,3,-3,3,4,2,-4,-4,4,4,3,1,-2,-2,waste reduction,Recycling,"Controlled consumption, to avoid the exacerbated production of waste.",17,2,2,2,3,3,2
383,Something that serves as a learning experience and interferes with my present choices.,"Something that will define my future, depending on the choices I make.","For me, it's expectation.",,4,4,6,4,2,2,1,2,1,1,4,2,2,5,3,2,1,2,3,2,5,1,1,3,5,3,3,5,3,3,3,5,3,5,3,3,1,1,3,4,2,3,2,4,1,5,2,4,1,3,3,1,5,5,3,2,5,5,2,2,2,3,3,4,2,4,4,4,4,5,3,5,5,5,3,5,3,4,5,3,5,2,3,5,2,1,5,4,3,4,0,2,2,0,3,4,3,-4,1,-4,-4,4,-4,4,4,4,4,4,3,I store cooking oil in PET,,,17,2,2,2,3,3,3
384,Events that occurred prior to the current moment someone is experiencing.,Time to use past experiences to make decisions.,"Uncertain, however, existing and influenced by past and present actions.",3,3,3,7,3,4,3,4,3,3,3,3,4,3,3,3,4,2,3,1,3,2,4,1,3,3,3,3,2,1,3,1,3,3,4,1,1,3,1,3,2,4,3,4,3,1,4,3,4,3,3,2,3,1,2,3,3,2,3,2,2,3,1,3,3,2,1,4,2,3,4,3,3,4,3,2,3,2,4,2,4,2,2,4,3,4,2,2,2,1,2,3,3,3,2,1,2,1,-2,2,3,3,-4,-3,0,4,3,3,3,3,,,,17,1,2,,3,3,2
385,Indispensable,raced,Worrisome,4,4,3,5,3,3,1,2,1,3,1,3,3,3,3,2,1,2,4,4,3,2,1,5,4,4,3,4,5,4,4,4,3,2,1,5,1,1,4,4,4,2,2,2,4,1,5,5,4,2,4,4,4,4,3,3,4,5,3,4,4,4,3,3,4,3,5,3,4,3,3,3,2,3,3,4,3,3,3,3,3,4,3,3,4,3,3,2,2,3,3,1,2,2,0,2,2,2,0,2,4,3,-2,-4,3,1,2,1,0,1,,,,17,2,7,3,3,5,4
386,Junction of facts and occasions that occurred in a time scale that already happened.,What is experienced at the time of perspective considered current for each individual.,"Time that will come, along with some expectations of each individual.",4,3,4,4,4,1,3,4,1,4,1,4,4,1,5,3,4,4,4,1,2,5,2,5,3,,1,3,2,5,4,1,2,3,4,5,1,2,1,4,5,1,4,3,3,1,5,5,44,1,2,1,5,5,5,4,4,1,5,5,2,3,1,1,5,1,1,5,5,5,5,5,1,5,5,5,2,1,5,5,5,1,2,5,4,5,1,1,2,4,4,1,2,1,1,2,4,3,-4,4,4,4,-4,-4,4,4,4,4,4,3,I participate in some camp,,,17,2,2,3,5,3,3
387,Relation to the time of what has already occurred.,"Today, now, what we live every second.","What's to come, the next day, month...",4,3,4,7,4,3,2,3,3,2,2,2,2,3,4,1,5,3,5,1,4,1,5,1,3,3,3,1,1,4,4,1,3,2,5,2,1,5,1,4,2,4,1,5,3,3,3,2,4,3,3,2,2,3,3,3,3,3,2,4,2,1,1,3,3,2,3,4,3,3,4,3,2,4,5,3,3,3,3,4,4,1,3,3,3,3,3,2,0,0,4,3,4,4,2,1,2,1,-4,1,4,4,-4,-4,-4,4,4,4,3,3,,,,17,1,1,2,5,3,3
388,"Something that has already passed, that cannot be turned back.",Something that is happening that can be changed.,Something that will happen.,4,4,4,6,2,3,4,3,2,4,4,3,3,1,5,2,5,3,4,2,4,5,2,4,5,3,4,3,3,2,4,3,5,5,3,2,2,4,1,4,3,4,4,4,4,3,5,5,4,1,1,4,4,3,4,3,2,5,5,5,5,3,2,3,4,4,4,4,4,4,2,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,2,4,0,0,2,4,4,3,1,2,3,4,-4,0,4,2,4,3,0,4,4,4,4,-4,,,,17,1,6,2,5,2,3
389,Apprenticeship.,Choices.,Opportunities.,4,4,4,7,3,,,,,,,,,,2,3,4,3,3,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,4,3,3,2,3,1,4,5,4,2,3,4,4,4,4,3,3,2,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,2,4,2,4,4,4,3,2,2,2,2,2,2,2,2,2,3,3,-2,2,4,4,-4,-2,2,4,4,4,2,1,Throw rubbish in suitable,Avoid wasting water.,,17,1,2,1,5,2,2
390,Everything remarkable that has ever happened in my career.,"The opportunity to choose to build and idealize dreams, desires and goals.","Accomplishment of things I planned, a harvest.",2,4,3,5,2,4,2,3,2,3,3,2,5,4,5,2,3,1,4,5,5,3,3,1,5,3,5,4,3,1,5,3,4,1,3,1,1,1,1,4,3,5,1,3,4,2,4,2,3,1,4,1,1,1,4,2,1,4,2,4,2,1,2,4,4,3,2,5,2,2,2,3,2,5,4,4,2,2,5,2,3,2,2,5,4,2,2,2,2,1,2,3,4,4,4,2,1,0,-4,4,4,3,-4,-4,4,4,4,4,4,3,Add cans.,"Do not throw garbage on the street, but in the trash.","Whenever I can, I raise awareness of the importance of reducing pollution.",17,2,6,2,5,3,3
391,Experiences.,Opportunities.,Possibilities.,4,4,4,6,,3,3,,2,2,3,2,2,1,4,3,5,1,3,1,4,4,4,4,3,4,3,3,3,3,3,4,4,3,,3,3,2,2,3,4,4,2,3,3,3,5,4,3,2,2,3,3,4,4,4,4,3,4,4,3,3,2,3,2,2,2,4,4,3,4,2,3,4,4,2,2,3,4,4,3,4,3,4,4,4,4,4,2,2,3,1,2,2,1,2,2,3,,,,,,,,,,,,,,,,17,1,6,,5,2,5
392,"The past, for me, is something that really happened, but that you can review wrong actions and decisions so as not to commit the","The present is something current, the moment you live now and I name it as inconsequential, because you can't think about the pr",The future is the time of dreamers and so I name it as an uncertain illusion.,2,1,3,2,3,3,4,4,1,3,2,4,3,2,3,4,5,1,2,1,3,2,2,5,2,1,4,2,2,3,4,2,4,3,2,4,4,5,5,2,2,4,1,4,3,1,5,3,2,2,2,2,2,2,4,4,2,5,3,5,4,3,2,4,3,4,3,2,5,5,3,4,4,2,2,5,3,5,2,4,2,3,4,2,5,4,5,1,4,3,4,2,2,1,1,1,4,4,-4,,2,4,-4,-4,4,4,4,3,4,4,I work by encouraging my c,Selective collect.,In an NGO that plants trees around the city.,17,1,4,1,5,4,4
393,"In my mind, everything I went through becomes a lesson for the future.",Moment when we should make the most of it.,Life plans that we want to work out.,3,4,4,7,3,1,3,3,2,4,4,4,2,1,4,2,5,1,4,2,4,2,3,1,4,3,5,3,3,1,4,2,5,2,2,2,3,4,2,3,3,4,2,4,4,2,3,2,4,3,3,2,2,3,4,3,5,3,2,2,3,2,2,3,4,2,2,4,2,3,3,4,2,5,3,4,2,2,4,2,2,2,2,4,4,2,2,2,1,1,0,3,3,2,3,1,0,0,-4,1,4,3,-4,-4,0,4,3,4,2,1,,,,16,2,6,2,3,2,3
394,As a lesson not to make mistakes again.,Like insecurity.,"The expectation of a psychological, financial life... Better.",4,3,4,4,4,3,2,4,2,3,3,3,4,3,5,3,5,3,3,3,2,3,4,3,3,3,2,3,3,4,3,3,2,3,2,1,3,3,4,2,3,3,4,3,3,3,4,3,3,2,5,4,4,4,4,3,2,3,4,4,4,3,4,3,3,3,4,4,4,3,5,3,3,4,4,3,3,3,3,3,4,4,3,4,3,4,3,4,3,2,3,1,1,1,2,2,3,3,-4,4,4,4,-3,-4,3,4,3,2,4,3,Do not throw rubbish on th,Recycle,"After I studied the environmental impacts of animal consumption, I became a ""vegetarian"".",18,1,2,2,5,1,1
395,It is something we cannot change.,It's exactly what we live now.,It's where we place our expectations.,4,4,4,4,2,3,3,4,1,3,1,,3,1,1,4,4,,2,5,3,4,2,3,3,5,1,3,5,4,2,5,3,3,2,1,4,1,1,3,4,3,5,2,3,1,5,3,4,3,3,5,5,5,5,3,2,5,4,5,4,4,1,5,5,3,5,4,3,4,3,2,3,3,1,5,4,3,5,3,1,3,2,5,5,2,1,4,4,4,4,1,0,2,2,4,4,4,-4,1,4,-4,-3,-4,4,4,3,-3,2,0,,,,18,2,1,,5,2,3
396,"On the temporal scale, as something that once was, I can even say it as an obsolete time.","Manifestations that pervade me at the exact moment in time in which I am ""present"".","What is to come, what will affect me directly.",4,4,4,3,2,1,4,3,2,4,4,2,4,1,5,2,2,1,2,1,4,3,4,1,3,2,5,4,2,1,5,4,4,2,4,1,4,1,3,2,4,4,4,2,4,1,5,4,4,4,3,4,2,4,5,2,4,3,3,4,4,2,2,4,4,5,2,4,4,4,5,5,2,4,5,5,2,3,5,5,3,2,4,4,5,3,5,3,3,2,2,4,4,2,2,1,1,2,-4,-1,4,2,-4,-4,-3,2,1,2,3,1,,,,18,2,1,2,5,,3
397,Something that was part of a person's life.,The moment of construction for the future.,The realization of what was planned in the present.,3,4,4,3,3,2,1,3,1,3,3,4,2,3,3,2,4,2,4,1,3,2,4,,4,2,4,4,3,2,3,2,4,2,4,3,2,3,2,4,3,4,3,3,2,,3,3,4,3,2,3,2,3,4,3,4,2,3,3,2,2,3,3,4,3,2,5,2,,3,4,2,4,3,4,2,2,3,3,4,2,2,2,3,3,1,2,1,2,1,3,3,4,2,2,3,2,-1,1,3,3,2,0,4,4,3,2,1,3,Collect rubbish and throw,walk more,,18,1,6,2,5,2,3
398,As something important to the person I want becomes in the future,Like something constructive.,Uncertain.,3,1,4,3,2,3,3,3,1,4,3,3,3,3,3,3,5,2,3,2,3,3,3,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,5,4,4,4,4,1,3,1,5,5,1,3,1,3,3,3,3,3,4,2,4,4,3,4,2,2,3,3,-4,4,4,4,-4,-4,4,4,4,2,4,4,,,,18,2,1,1,5,2,2
399,"A historic time, which we can store good or bad memories.","Today, what can we do now.","A time close to the present, but that will still happen.",2,4,4,,2,,,,,,,,,,3,3,1,2,,5,3,1,5,1,3,5,3,4,5,3,4,3,3,1,1,1,1,2,1,3,5,3,3,1,3,1,1,5,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,5,1,1,5,1,5,5,5,1,5,5,5,1,1,5,1,5,1,1,5,5,5,1,1,3,2,2,2,2,2,2,4,4,4,-3,4,4,4,-4,-4,-1,4,4,4,4,1,Threw the garbage in the t,take good care of the trash,Dispose of garbage correctly.,18,2,6,1,5,3,3
400,"Like something painful, and sometimes impossible to deal with.",Like a street with a single path.,Something that makes us sometimes want to get out of bed.,4,,4,5,4,2,1,1,1,4,1,4,1,1,2,5,1,5,1,5,1,5,1,5,3,5,3,3,5,5,5,,3,3,1,3,5,1,1,1,5,3,4,,2,1,5,5,2,3,1,5,3,5,2,3,2,5,4,5,5,3,2,3,3,1,5,5,1,5,3,3,4,5,3,3,5,3,5,5,3,3,3,5,5,3,3,5,4,4,4,2,3,0,0,4,4,4,-4,4,4,1,-4,-4,4,0,4,1,4,4,Recycling.,Using less capitalist products.,,18,2,,2,5,3,3
401,"Very immature, very anxious, self-esteem problem.","0.01% immature, rediscovering myself.",Graduated dating and financial life much better.,1,4,4,6,4,4,1,4,2,1,1,1,3,4,4,3,5,1,4,1,2,2,5,1,2,2,5,4,1,1,4,1,5,4,5,1,4,5,3,4,1,5,3,5,2,1,3,4,4,1,3,1,1,1,2,2,2,1,2,5,3,1,1,3,3,2,1,5,4,3,4,3,1,4,3,2,1,1,5,5,4,1,1,5,4,4,1,1,1,0,3,3,2,2,1,3,0,0,-4,3,4,4,-4,-4,4,2,4,2,3,3,,,,18,2,6,1,5,2,2
402,The time that passed and will never come back.,The moment we are living.,Our next moment.,3,4,3,6,3,4,3,4,2,2,2,3,2,3,5,2,5,2,4,1,4,2,5,5,4,1,4,4,1,1,4,1,4,2,5,2,2,4,1,4,1,4,2,5,4,3,3,3,4,2,4,2,1,1,3,3,4,3,3,3,2,2,1,3,4,2,2,4,3,4,3,3,1,4,4,4,3,2,4,2,3,2,2,4,4,3,3,2,0,1,2,2,4,3,2,1,2,0,-4,3,4,4,-2,-4,4,4,3,4,3,3,,,,18,1,1,2,5,3,3
403,"Something that can interfere with our present and future if not addressed in a certain way, was something traumatizing for me.",Something we can live and enjoy.,"Something we have a little control over, through our choices.",2,4,4,6,2,3,4,3,1,2,2,2,2,2,5,3,2,5,3,2,3,2,3,1,3,2,3,3,1,1,4,3,4,2,3,1,1,1,1,5,2,3,2,3,3,1,5,3,3,2,1,1,2,1,4,3,3,2,3,4,2,1,1,1,1,1,5,3,5,1,5,4,1,2,5,1,5,2,2,4,2,1,3,3,4,2,2,2,3,3,2,1,0,0,0,2,4,4,-2,2,2,4,-4,-4,4,4,3,2,2,4,None,,,18,2,2,1,5,2,3
404,A classic culture that is increasingly present.,A restricted phase of evil things from the past.,A dream to come true.,2,4,4,6,4,2,2,3,1,1,2,2,1,3,4,3,4,2,4,3,4,3,3,3,,4,4,3,,3,4,3,3,,,1,1,1,2,4,4,3,4,3,5,5,4,4,3,4,5,3,2,1,2,4,4,3,3,2,2,4,4,5,4,2,3,4,3,4,3,2,2,2,1,1,3,3,,3,4,3,4,4,3,2,2,1,4,4,3,4,1,1,3,2,3,4,-1,3,-2,4,-1,2,-2,2,1,-3,1,0,Anti-pollution.,None.,,18,1,2,3,5,3,3
405,Good and necessary to be who I am today.,Necessary to better appreciate what I have in my life.,"The new scares me, but it also excites me.",2,4,4,6,3,3,3,3,1,2,3,3,,2,5,3,4,3,4,1,4,2,4,1,2,1,4,3,2,1,4,1,4,2,3,1,1,2,1,4,1,5,2,4,3,1,4,4,4,2,3,2,2,2,4,4,4,4,4,4,3,2,2,3,3,2,2,4,2,3,3,3,2,3,4,3,2,2,4,3,4,2,2,4,4,4,3,4,2,1,4,3,3,3,2,2,3,3,-4,1,4,4,-4,-4,3,4,2,4,4,2,,,,18,2,1,2,3,4,3
406,Something that is gone (previous).,"The present is what we are living. Example: I'm going to clap, when I clapped it was present, now it's past.","Something that will still happen, nobody knows when and how.",4,4,4,6,3,1,5,4,1,2,4,5,3,1,5,4,2,3,2,5,5,4,2,5,2,5,5,2,5,1,4,5,5,4,1,1,4,1,1,2,5,5,3,1,3,3,5,4,3,3,1,1,3,3,4,3,5,5,4,5,4,3,2,5,3,2,2,3,5,2,2,5,2,5,5,2,3,4,5,3,2,1,1,3,5,4,4,3,4,3,4,2,3,3,2,4,4,3,-4,-1,4,4,-4,-4,-4,0,4,0,4,-3,,,,18,1,1,1,3,2,5
407,It is a place where memories are lived.,This is what we live now and we do our best to make things happen in our favor,"It's something we think about on a daily basis, it's what we hope to achieve, like dreams, goals and achievements.",2,3,4,6,3,3,3,3,1,4,1,3,2,2,5,3,4,1,3,4,4,2,4,1,4,2,4,4,3,2,4,3,4,2,2,2,2,3,2,4,3,4,2,3,4,3,4,3,4,3,3,4,3,4,4,2,2,4,4,4,4,3,3,2,4,2,4,4,4,3,4,4,4,4,5,4,5,4,5,4,4,3,4,4,4,4,2,3,2,3,4,1,2,2,2,4,4,3,-4,4,4,4,-4,-4,4,4,4,3,4,3,,,,18,2,2,2,3,3,3
408,"Ups and downs, good and bad times happened.","Good, because I changed a lot with all the learning from the past.","There isn't a specific word, because we young people plan and create goals, but we don't know what's to come.",3,4,2,6,2,1,2,2,1,3,2,3,1,2,5,4,3,2,3,3,5,2,4,5,3,3,5,3,3,4,3,3,5,3,3,2,3,3,2,3,3,4,3,4,2,1,3,3,3,3,4,4,4,1,1,1,2,5,1,2,2,4,4,4,5,3,3,3,2,2,5,3,5,4,5,3,2,2,4,4,4,1,1,5,5,1,1,3,2,2,2,2,2,2,2,1,2,2,-4,2,4,4,-4,2,0,1,2,1,4,0,Do not throw garbage in ro,Avoid riding in a car because of polluting gases.,Plant trees.,18,2,2,2,4,1,2
409,What has passed.,The moment we are now.,What's to come.,2,4,3,6,1,2,4,4,1,4,3,4,2,2,5,2,2,1,5,2,5,3,2,1,4,1,5,4,5,1,4,2,5,1,3,1,1,3,1,5,4,5,1,3,4,4,5,2,4,2,2,3,2,3,4,3,5,4,4,3,3,2,1,3,5,2,3,4,4,4,4,4,2,4,5,4,3,2,4,3,4,3,1,5,4,4,3,1,1,2,2,3,3,3,4,2,2,2,-2,4,4,4,1,1,4,4,2,1,-2,1,,,,18,2,,2,3,3,3
410,Internship contracting the present.,A gift we have to take advantage of.,"An uncertain thing, which is determined by the present.",3,4,4,6,3,1,3,4,1,4,3,4,4,2,4,3,4,2,5,3,3,4,2,1,4,4,4,4,2,3,5,3,4,2,3,2,3,3,1,4,3,4,4,3,4,5,5,1,5,3,5,2,1,4,5,4,5,5,5,5,4,5,2,4,3,1,1,5,1,3,4,4,1,5,5,2,3,1,4,5,5,3,1,5,5,2,1,2,0,3,4,4,2,4,0,3,4,4,-4,0,4,4,-2,-4,4,4,4,1,-1,-4,,,,18,2,1,2,3,3,3
411,"The past is of paramount importance for our development, through it I can correct my mistakes, to be better in the future.","A bit troubled moment, many difficult decisions to make.","hopeful, intense",3,4,4,7,3,2,2,2,1,3,4,3,3,2,4,3,4,1,4,2,3,3,3,2,3,3,4,3,3,4,3,3,4,2,4,1,1,3,1,4,1,5,3,3,4,2,4,3,4,3,3,3,4,3,3,3,3,4,4,4,3,1,3,3,3,2,2,4,3,4,4,3,2,3,5,3,3,3,3,3,4,3,3,4,4,3,3,2,2,2,1,2,2,3,3,2,1,2,-4,3,4,4,-4,-4,4,4,4,4,4,4,,,,18,1,3,3,3,3,3
412,"Something that already happened, that now only remains memories.",Our current moment.,"What will happen, moments after the present.",2,4,4,6,2,3,2,3,1,3,4,3,1,1,5,1,3,3,5,4,3,1,4,4,4,2,4,5,3,2,5,2,5,2,3,2,1,3,2,5,3,5,3,4,5,4,1,1,5,3,3,2,3,4,4,3,4,3,4,3,3,2,2,4,4,2,3,5,2,3,5,3,2,4,4,3,3,2,4,2,3,2,2,4,4,5,3,1,1,2,2,3,3,2,3,4,3,2,-3,2,1,1,-4,-3,2,1,1,2,2,0,I avoid dirtying my enviro,Help clean my driveway,I organize the garbage in front of my house,18,2,7,1,3,2,2
413,It's past actions that result in our present.,It is the result of past decisions.,It is uncertain and depends on the actions of the present.,3,4,4,7,1,,,,,,,,,,4,4,3,2,2,3,2,3,3,4,2,2,3,4,4,3,3,3,4,4,4,3,4,3,4,3,4,4,3,3,3,2,4,4,3,3,4,3,3,2,4,3,3,4,4,3,3,3,2,2,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,3,4,,2,2,3,2,2,3,3,3,3,4,-1,1,4,4,4,-4,-1,4,4,4,4,1,,,,18,1,6,2,3,3,2
414,Like the best time of my life.,New obstacles and constant victories.,Uncertain.,4,3,4,4,,2,2,2,1,3,3,3,2,1,4,5,2,3,1,2,2,5,2,3,2,2,2,2,2,3,2,3,2,4,5,4,4,5,2,2,3,3,4,5,2,2,4,5,1,1,3,2,3,3,4,3,3,4,4,4,4,2,2,3,5,4,2,2,2,4,4,3,2,2,4,5,2,3,2,2,3,2,4,2,4,4,3,2,4,4,3,1,2,1,0,3,3,4,-4,3,4,3,-4,-4,4,4,4,4,4,4,,,,18,2,1,2,3,2,1
415,"I think it may be an aspect that may or may not influence both the present and the future, it will depend on each person's persp","I can define it as something that must be experienced in a perceptive way, without being in a hurry. It's like reading every pag","Something fueled by expectations or perhaps certain unexpected moments, perhaps the future can be the result of what we sow.",4,4,4,6,2,4,4,5,3,4,5,4,5,4,4,4,3,2,4,5,5,4,3,,3,4,5,3,4,1,4,5,4,4,3,1,3,2,1,4,4,5,2,3,4,3,4,5,3,2,1,3,3,2,2,2,2,2,2,4,2,2,3,4,4,3,2,4,4,3,4,4,4,3,4,3,3,3,4,4,2,1,2,3,3,2,4,2,4,3,4,3,3,3,3,3,4,4,-3,3,4,4,-4,-4,4,4,4,4,4,4,I keep the material I cons,I try my best to alert other people about the issue of caring for the environment.,,18,1,2,2,3,2,2
416,Memoirs,Actions taken daily,Perspectives of the present,3,4,4,2,3,3,4,3,1,3,3,2,2,3,3,3,4,1,2,1,4,4,4,3,3,1,3,3,1,3,3,1,4,3,4,4,3,4,3,2,2,3,4,4,3,1,5,4,4,2,3,2,4,4,4,4,4,4,4,4,4,3,3,4,5,5,4,5,5,4,5,5,5,4,3,5,5,3,5,4,3,3,3,5,,3,3,4,4,4,4,1,1,1,2,2,4,4,-4,2,4,4,-3,-3,2,4,4,4,4,2,,,,18,2,1,1,3,2,3
417,"I went through complications, but everything was fine.",Full of ups and downs.,I hope it's the best if possible.,4,4,3,5,3,2,2,3,,2,2,3,1,2,4,3,3,3,4,3,3,4,2,3,3,4,3,3,3,4,3,4,3,3,3,2,3,2,2,3,4,2,4,4,2,1,5,5,4,2,3,4,5,3,4,2,2,4,4,2,4,3,2,4,3,2,4,2,5,2,3,4,3,2,4,3,5,4,3,3,4,4,5,2,4,4,4,2,4,4,4,1,0,0,0,2,4,4,4,-4,1,1,2,-4,-3,2,4,1,1,2,,,,18,2,2,2,3,4,3
418,Previous moments that may be older than the most recent.,What is being lived instantly.,Life episodes that may or may not occur.,3,4,3,4,3,4,3,3,2,3,2,2,1,1,4,3,3,2,3,4,4,4,3,1,3,3,3,3,4,3,3,3,4,3,4,2,4,2,1,4,5,4,4,2,3,2,5,4,3,4,2,4,4,4,5,3,3,4,4,4,4,4,4,3,4,3,5,3,4,3,5,3,3,4,4,3,5,3,3,4,3,4,3,4,4,3,3,4,3,3,4,2,2,2,1,2,3,2,-4,3,3,4,-4,-4,3,3,2,4,3,4,Constant consumption.,"Recycle, reduce and reuse.",Influence others with conscious habits.,18,2,1,2,3,3,2
